probeId	ensemblId	geneSymbol	minus	plus	AveExpr	F	P.Value	adj.P.Val
34	Gga.1002.1.S1_at	ENSGALG00000025844	AMT	4.92271029826227	5.22548695371774	5.07409862599	769.791679603275	2.5114628473065e-12	7.74764116571165e-12
35	Gga.10020.1.S1_s_at	ENSGALG00000003891	ZNF423	3.39053014967774	3.30662666470215	3.34857840718994	262.288346678157	7.60168589308656e-10	1.2145382091548e-09
36	Gga.10022.1.S1_at	ENSGALG00000003099	PCTP	8.46154702478238	8.33813060476519	8.39983881477378	2113.6207836212	1.13147284360389e-14	1.07599092435543e-13
37	Gga.10028.1.S1_at	ENSGALG00000006461	UBE3C	8.48446074749199	8.34425985428452	8.41436030088826	1333.19306376002	1.33464815971843e-13	6.93187826756684e-13
38	Gga.10029.1.S1_at	ENSGALG00000014270	SCRN3	4.75386144938886	4.49630576381157	4.62508360660021	707.724685897927	3.93229580581716e-12	1.14385943835326e-11
39	Gga.10030.1.S1_s_at	ENSGALG00000021573	PIK3R5	6.84497152915763	6.7092910406266	6.77713128489211	623.479772072308	7.7263624091612e-12	2.05299266060651e-11
40	Gga.10033.1.S1_at	ENSGALG00000005774	NKAIN4	8.28175608307293	8.56722748967258	8.42449178637276	2975.28727427545	1.80950345218446e-15	3.33750929438897e-14
41	Gga.10034.1.S1_at	ENSGALG00000019552	SERPINB2	2.8394527893944	2.89363735482619	2.8665450721103	71.1028609241446	6.36491892367923e-07	6.53493118191095e-07
42	Gga.10034.2.S1_a_at	ENSGALG00000019552	SERPINB2	1.78261120037495	1.68021045584563	1.73141082811029	71.6788953538143	6.11342529478676e-07	6.2830973658025e-07
43	Gga.10034.2.S1_s_at	ENSGALG00000019552	SERPINB2	1.99339817314223	2.01870207380415	2.00605012347319	62.2609146864251	1.23157672751312e-06	1.25223114623186e-06
44	Gga.10035.1.S1_at	ENSGALG00000025862	TMEM26	3.62957048088897	3.30800859031376	3.46878953560137	275.906379088082	5.82269783579611e-10	9.55240543799962e-10
45	Gga.10038.1.A1_at	ENSGALG00000015127	GRAMD1C	5.49063008704174	5.09763276960628	5.29413142832401	576.554016118924	1.17197212716479e-11	2.94394619160634e-11
46	Gga.10039.1.S1_at	ENSGALG00000011099	FAP	3.39614912916427	3.60050087717282	3.49832500316854	264.980263660167	7.20380602512989e-10	1.15671324871614e-09
47	Gga.1004.1.S1_at	NA	NA	2.00119583774012	2.30306646705877	2.15213115239944	227.545431862726	1.60435622136775e-09	2.38672669854221e-09
48	Gga.10040.1.S1_at	NA	NA	3.42745695679381	2.44916049622559	2.9383087265097	64.6138650111927	1.02487521854177e-06	1.04449447582746e-06
49	Gga.10040.2.S1_at	NA	NA	4.00240740098978	4.07148524560194	4.03694632329586	668.564201172633	5.3263169521607e-12	1.48702041696073e-11
50	Gga.10041.1.S1_a_at	ENSGALG00000016620	PNOC	3.55868607672767	3.2721089130313	3.41539749487948	239.940063742314	1.21431968672078e-09	1.85016727914117e-09
51	Gga.10041.2.A1_at	ENSGALG00000016620	PNOC	2.44912369892545	2.54284308258565	2.49598339075555	259.618792004615	8.02226370999445e-10	1.27442458457913e-09
52	Gga.10043.1.S1_at	ENSGALG00000019313	PICK1	7.41428645308768	7.05228688348803	7.23328666828785	1231.71054905841	2.03853936192683e-13	9.75079342878837e-13
53	Gga.10045.1.S1_at	ENSGALG00000001986	VCP	2.02478340641695	2.04437058677041	2.03457699659368	177.632772949969	5.86129834098518e-09	7.77528249692119e-09
54	Gga.10049.1.A1_at	NA	NA	2.84151648514363	2.57568672368709	2.70860160441536	363.339236176084	1.36022030303577e-10	2.58781172085175e-10
55	Gga.1005.1.S1_s_at	NA	NA	3.22789338152686	2.96102871434191	3.09446104793439	348.576791522108	1.69412684199511e-10	3.1516236353019e-10
56	Gga.10050.1.S1_at	NA	LOC771758	7.29037521810022	7.75253214322712	7.52145368066367	1110.08489427774	3.55453225128575e-13	1.52576112699887e-12
57	Gga.10054.1.S1_at	NA	NA	1.61870320050481	1.63369793223651	1.62620056637066	125.274011402084	3.58358513062723e-08	4.14397849732399e-08
58	Gga.1006.1.S2_at	ENSGALG00000011171	TBP	7.06253454371933	7.1167506239276	7.08964258382347	2409.85661746603	5.60198827271908e-15	6.72149557088881e-14
59	Gga.1006.2.S1_a_at	ENSGALG00000011171	TBP	3.88954953376215	4.1188163825115	4.00418295813682	495.21369414059	2.63153491703876e-11	5.99803956007684e-11
60	Gga.10061.1.S1_s_at	ENSGALG00000004162	SLC16A6	3.09206248293711	2.63394954407158	2.86300601350434	403.617340743718	7.79323372112966e-11	1.57396436572957e-10
61	Gga.10062.1.S1_s_at	ENSGALG00000015249	TTF2	2.38627498215442	2.56138392278502	2.47382945246972	342.655448338994	1.85484870511587e-10	3.41459169191781e-10
62	Gga.10063.1.S1_at	NA	NA	3.26117772717991	3.65204642726077	3.45661207722034	265.908639253831	7.07235045182509e-10	1.13800655838602e-09
63	Gga.10065.1.S1_at	ENSGALG00000005232	USP54	2.11772363700709	1.87824995475679	1.99798679588194	118.717161670487	4.72557598556496e-08	5.36956632769144e-08
64	Gga.10066.1.S1_at	ENSGALG00000013646	VPS37A	2.86567217361913	2.86113714117245	2.86340465739579	126.912141340352	3.35154330017569e-08	3.89557367318274e-08
65	Gga.10067.1.S1_at	NA	NA	5.50372223503042	4.46522795731578	4.9844750961731	84.4529223935073	2.68155627945543e-07	2.81283867126154e-07
66	Gga.10068.1.S1_at	ENSGALG00000008013	KLHDC10	2.82255696775445	3.4237318625471	3.12314441515078	114.800740935616	5.61409195820613e-08	6.31051780002127e-08
67	Gga.10070.1.S1_at	ENSGALG00000002831	SH3PXD2B	3.04789030826779	3.12327225117088	3.08558127971933	356.651157294797	1.50078757079622e-10	2.82310231213983e-10
68	Gga.10071.1.S1_at	NA	LOC768829	2.09037962830871	2.2686789128114	2.17952927056006	230.97232095074	1.48328055505804e-09	2.22226492448117e-09
69	Gga.10073.1.A1_at	NA	NA	2.89207513600124	2.8283700891459	2.86022261257357	407.478293914491	7.40961097209388e-11	1.50565989926699e-10
70	Gga.10074.1.S1_at	ENSGALG00000008954	RUNDC3B	5.41209312370396	5.02624389042182	5.21916850706289	809.133714373005	1.92494438532162e-12	6.1927529530459e-12
71	Gga.10075.1.S1_at	NA	NA	2.01803461199844	1.83866502975737	1.9283498208779	174.206985144731	6.48759626052047e-09	8.53072745832942e-09
72	Gga.10078.1.S1_at	ENSGALG00000001192	ARHGAP32	1.52338030462529	1.89063634620471	1.707008325415	82.772887888834	2.96782463613096e-07	3.10296059633342e-07
73	Gga.10078.2.S1_x_at	ENSGALG00000001192	ARHGAP32	1.81946143877333	1.83276153034017	1.82611148455675	86.5763525098412	2.36523169460534e-07	2.49040639558538e-07
74	Gga.1008.1.S1_at	NA	NA	3.62624607344921	4.42402659182744	4.02513633263833	131.162698611598	2.8278405277407e-08	3.32568027797384e-08
75	Gga.10082.1.S1_at	ENSGALG00000000707	PSMD7	3.33055511683414	3.41785545996225	3.37420528839819	399.19037581082	8.26247035383466e-11	1.65758264854226e-10
76	Gga.10084.1.A1_at	NA	ZNF367	2.21492378306295	2.30877470508802	2.26184924407548	110.605544032469	6.79493281390721e-08	7.5556476365704e-08
77	Gga.10085.1.S1_s_at	ENSGALG00000016143	RHPN1	2.78300748142025	3.04172980385088	2.91236864263556	321.934823444626	2.57944252853918e-10	4.59617151455540e-10
78	Gga.10088.1.A1_at	NA	NA	5.78094709415113	6.13961825966584	5.96028267690849	255.860360967048	8.66214993209525e-10	1.36550998688324e-09
79	Gga.10088.1.S1_at	NA	NA	5.00888148399629	5.25996113365343	5.13442130882486	245.924790068449	1.06683077771316e-09	1.6483174464884e-09
80	Gga.1009.2.S1_at	ENSGALG00000022490	ARPC1B	1.6941282620964	1.89176548490219	1.79294687349929	150.218249446791	1.40163205102152e-08	1.73312529039326e-08
81	Gga.10090.1.S1_at	ENSGALG00000015324	FAM172BP	2.52382401199907	2.01154396356888	2.26768398778398	147.478700729082	1.54198813252464e-08	1.89255188192037e-08
82	Gga.10092.1.S1_at	ENSGALG00000016358	PTCHD1	5.52150971157917	5.06510094582817	5.29330532870367	579.760800232198	1.13787707927465e-11	2.86842334556394e-11
83	Gga.10093.1.S1_at	ENSGALG00000013617	PDGFRL	6.23977035878049	6.28474936578085	6.26225986228067	1532.5644208587	6.33027044961402e-14	3.85248472992818e-13
84	Gga.10097.2.A1_at	NA	NA	1.95961910522951	1.8346668197367	1.89714296248311	134.199730738414	2.51261324596639e-08	2.97773410459568e-08
85	Gga.10097.2.S1_a_at	NA	NA	2.25508353470046	2.07408320677482	2.16458337073764	222.0736751362	1.82291391534853e-09	2.6811496547856e-09
86	Gga.1010.1.S1_at	NA	NA	5.22427631978178	4.90468809002155	5.06448220490167	752.288483775181	2.83931468447174e-12	8.61974314283149e-12
87	Gga.10100.1.S1_at	ENSGALG00000009559	IFT80	6.49705972559543	6.44593561643739	6.47149767101641	1378.80771366187	1.11476559594929e-13	6.00972790702647e-13
88	Gga.10101.1.S1_at	ENSGALG00000027475	LOC100858504	2.13906819485932	2.01307819803137	2.07607319644534	184.789632222231	4.76967350124158e-09	6.43738448176699e-09
89	Gga.10101.1.S1_at	ENSGALG00000025891	LOC100858504	2.13906819485932	2.01307819803137	2.07607319644534	184.789632222231	4.76967350124158e-09	6.43738448176699e-09
90	Gga.10104.1.S1_s_at	NA	ZMYND8	3.29680255082432	2.6520632394766	2.97443289515046	117.922618532248	4.89149950850837e-08	5.54400713888201e-08
91	Gga.10106.1.S1_at	NA	VGLL1	3.53803087018608	3.46588607795374	3.50195847406991	195.043881434359	3.59708308245069e-09	4.96959850269717e-09
92	Gga.10107.1.A1_at	ENSGALG00000001256	NLRC5	1.67420427139634	1.55732837984896	1.61576632562265	111.887490662776	6.4052678526877e-08	7.14550980153267e-08
93	Gga.10109.1.S1_at	NA	CRYBG3	1.97540572432911	1.86595758548159	1.92068165490535	109.881833803686	7.02732288089225e-08	7.79916373782226e-08
94	Gga.10110.1.S1_at	NA	NA	4.09025751031841	4.29882128277019	4.1945393965443	489.351453128506	2.80345460006979e-11	6.339474600941e-11
95	Gga.10111.1.S1_at	ENSGALG00000000106	LRIF1	1.19513427849022	1.47553819716999	1.33533623783011	107.424249546647	7.89002721955525e-08	8.70184971494505e-08
96	Gga.10111.1.S1_s_at	ENSGALG00000000106	LRIF1	4.67812649269113	4.76970724190214	4.72391686729664	888.707316275013	1.16663963072259e-12	4.06923343622872e-12
97	Gga.10112.1.S1_at	ENSGALG00000015628	C4H4ORF44	2.21033870557636	2.2903304207836	2.25033456317998	109.368993559825	7.19771821621716e-08	7.97721852243109e-08
98	Gga.10114.2.S1_at	ENSGALG00000008321	RNPEPL1	1.75539443814844	1.91667904532188	1.83603674173516	121.161293961747	4.25545684387686e-08	4.86761249151705e-08
99	Gga.10116.1.A1_at	NA	NA	2.21703788602537	1.76519250205875	1.99111519404206	76.9784336733598	4.27650257435297e-07	4.42786892449573e-07
100	Gga.10116.1.S1_at	NA	NA	1.75437476133646	1.62919360766023	1.69178418449834	117.462461971998	4.99075277330536e-08	5.64983669377131e-08
101	Gga.10117.2.S1_a_at	NA	NA	4.06308007939554	4.53546032638411	4.29927020288982	274.309518389246	6.00354437368314e-10	9.8122390779672e-10
102	Gga.1012.1.S1_at	ENSGALG00000002943	PRPF8	9.88175012916182	10.0263611671216	9.95405564814169	2737.6136279112	2.82774189138731e-15	4.38277188794941e-14
103	Gga.10120.1.S1_s_at	ENSGALG00000016567	EPHX2	2.35927375086606	2.47990610881973	2.4195899298429	172.727754665398	6.78238068265109e-09	8.88491407128834e-09
104	Gga.10122.1.S1_at	NA	NA	2.66012666761239	2.57771179763426	2.61891923262333	308.211679045203	3.24682915055138e-10	5.65067145788017e-10
105	Gga.10123.1.S1_a_at	ENSGALG00000012523	IFT27	6.50149596842227	6.64382638739242	6.57266117790735	1218.9285679806	2.15551779966229e-13	1.02061829494234e-12
106	Gga.10124.2.S1_a_at	NA	SETBP1	3.74721670630497	3.75946650929985	3.75334160780241	165.795269461398	8.39488300222648e-09	1.07776390393982e-08
107	Gga.10125.1.S1_a_at	ENSGALG00000012082	FAIM	4.88641994910838	5.06560668587553	4.97601331749195	1072.405046109	4.27521645378591e-13	1.780784244155e-12
108	Gga.1013.2.S1_a_at	ENSGALG00000003101	PROSC	6.10878112531308	6.34255706074605	6.22566909302957	1881.36160653519	2.11110682638837e-14	1.69055675401492e-13
109	Gga.10132.1.S1_at	ENSGALG00000015386	RNF170	3.00654118464336	3.24480675455052	3.12567396959694	467.875562886415	3.55827939946305e-11	7.8147150929357e-11
110	Gga.10137.1.S1_s_at	NA	NA	3.550658216984	3.54449479983536	3.54757650840968	440.397947120818	4.90681601399105e-11	1.0412288503135e-10
111	Gga.10138.3.S1_at	NA	NA	2.70134937547364	2.78701059136382	2.74417998341873	4.6685565908366	0.0347396868955744	0.0347433024117211
112	Gga.10139.1.S1_at	ENSGALG00000013951	AHI1	5.11010712925337	4.95261003865901	5.03135858395619	789.900283371673	2.18863625929305e-12	6.89903235482257e-12
113	Gga.10139.1.S1_s_at	ENSGALG00000013951	AHI1	6.06085765956972	5.9225197103785	5.99168868497411	758.70382288514	2.71357035135001e-12	8.28995526666602e-12
114	Gga.1014.1.S1_at	NA	NA	8.3626272897425	8.22712329766884	8.29487529370567	793.013106622426	2.14318190000347e-12	6.77686951894811e-12
115	Gga.10140.1.S1_at	ENSGALG00000017249	PCF11	2.4136220173313	2.61665403441754	2.51513802587442	201.627245717456	3.02371882217238e-09	4.24894728692922e-09
116	Gga.10140.1.S1_s_at	ENSGALG00000017249	PCF11	7.37439121896446	8.20098180562715	7.78768651229581	470.50462410365	3.45393645640682e-11	7.61689096450748e-11
117	Gga.10142.1.S1_at	NA	NA	3.76372870143613	3.61382204678872	3.68877537411242	91.8272402937344	1.75509132520666e-07	1.86576139051645e-07
118	Gga.10146.1.S1_at	ENSGALG00000015267	C1H3ORF26	5.36092110820713	4.91151627862252	5.13621869341483	406.93981976316	7.46174671102444e-11	1.51545292232039e-10
119	Gga.10146.2.S1_a_at	ENSGALG00000015267	C1H3ORF26	6.88671037026032	7.07609839308112	6.98140438167072	1788.73567034749	2.76668782256703e-14	2.05063529741287e-13
120	Gga.10147.1.S1_at	ENSGALG00000013197	GALNT12	1.59002258511484	1.42835409116131	1.50918833813807	105.956297353944	8.46529325037211e-08	9.30373826150292e-08
121	Gga.1015.1.S1_s_at	ENSGALG00000005054	DKC1	9.05964775413203	9.28340922517324	9.17152848965263	2414.35633803238	5.54624955299313e-15	6.68716249428952e-14
122	Gga.10151.1.S1_s_at	ENSGALG00000013400	PDCD6	7.54802282896334	7.57021775448163	7.55912029172249	2685.50039164647	3.13468164887967e-15	4.66296026391783e-14
123	Gga.10155.1.S1_at	ENSGALG00000010864	EREG	1.96233569399097	1.78186697544737	1.87210133471917	173.881766562672	6.55108170194686e-09	8.60478671608233e-09
124	Gga.10156.1.S1_at	ENSGALG00000011739	ERP27	2.22587464786576	2.16451590934457	2.19519527860517	232.415483222706	1.43555519912156e-09	2.15698032772396e-09
125	Gga.10156.2.S1_a_at	ENSGALG00000011739	ERP27	3.80116780023631	3.77991489222627	3.79054134623129	603.470729777194	9.19219704547167e-12	2.38478448996922e-11
126	Gga.10157.2.S1_at	ENSGALG00000015409	PROS1	3.88794870859422	3.97062009382824	3.92928440121123	462.812604412831	3.76994914882435e-11	8.23348326036991e-11
127	Gga.10157.2.S1_s_at	ENSGALG00000015409	PROS1	1.51497701558129	1.86231427160218	1.68864564359173	155.368243815038	1.1766778752063e-08	1.47239872931765e-08
128	Gga.10159.2.S1_a_at	ENSGALG00000002157	RPS17L	4.32033699338045	4.61394799106767	4.46714249222406	361.443483075116	1.39841578122e-10	2.65129258155935e-10
129	Gga.1016.1.A1_at	ENSGALG00000004000	FLOT2	7.01590555903843	7.06905041045008	7.04247798474425	1758.03862380256	3.03546977641209e-14	2.19071324194007e-13
130	Gga.10162.1.S1_at	NA	NA	1.49165528198388	1.48926010008464	1.49045769103426	103.621003635414	9.48646634706261e-08	1.03594541977366e-07
131	Gga.10169.1.S1_s_at	NA	NA	5.60600533614153	5.55574346789233	5.58087440201693	414.549801347528	6.76347970563564e-11	1.38949563295148e-10
132	Gga.10171.1.A1_at	ENSGALG00000009676	METTL5	1.39111350531617	1.46535661900271	1.42823506215944	73.1244398566944	5.5324565782302e-07	5.69636145810597e-07
133	Gga.10172.1.S1_at	ENSGALG00000013112	RERGL	4.04662042118924	3.4145426485216	3.73058153485542	167.28631958054	8.01268965301943e-09	1.03318270675197e-08
134	Gga.10176.1.S1_at	ENSGALG00000014365	RBPJ	1.24838747317701	1.47385037873771	1.36111892595736	85.1944420040652	2.56569704530163e-07	2.69424825230314e-07
135	Gga.10176.1.S1_s_at	ENSGALG00000014365	RBPJ	2.81078925591181	3.19823658039996	3.00451291815589	213.710059460675	2.22934996446901e-09	3.22028387577076e-09
136	Gga.10177.1.S1_at	ENSGALG00000006368	PTPN5	4.71763002694269	4.42859250216048	4.57311126455159	684.343279910612	4.70359122812316e-12	1.33468654677837e-11
137	Gga.10179.2.S1_a_at	ENSGALG00000001963	STYXL1	3.45387411554742	3.78078567646587	3.61732989600665	297.255082760076	3.93041387492611e-10	6.70679430544304e-10
138	Gga.10180.1.S1_a_at	ENSGALG00000004886	VPS53	6.07076285659669	6.55667986280042	6.31372135969856	704.917571513169	4.0165098890053e-12	1.16483029359881e-11
139	Gga.10182.1.S1_at	ENSGALG00000010550	GIMD1	2.16127662891522	2.40719835551469	2.28423749221496	287.639175533169	4.67495485837056e-10	7.84651224077374e-10
140	Gga.10182.1.S1_s_at	ENSGALG00000010550	GIMD1	1.53610979716852	1.8005041426072	1.66830696988786	120.31217983682	4.41220683857006e-08	5.03499856181294e-08
141	Gga.10185.1.S1_at	NA	NA	2.32160382487725	2.53846158853368	2.43003270670546	151.412956324215	1.34520094279171e-08	1.66699444964304e-08
142	Gga.10186.1.S1_at	ENSGALG00000015499	CADM2	7.70167384999832	7.40106930743641	7.55137157871737	547.307030819999	1.54606959065566e-11	3.74749797740082e-11
143	Gga.10188.1.S1_s_at	ENSGALG00000015611	CASP8AP2	6.0608850106996	5.98518806376176	6.02303653723068	1416.45070795078	9.6511747486968e-14	5.37952225914164e-13
144	Gga.10189.1.S1_at	ENSGALG00000010079	HP1BP3	1.77441990176594	1.95977191176635	1.86709590676615	112.994926605468	6.0898359301313e-08	6.81101936343072e-08
145	Gga.1019.1.S1_at	NA	NA	5.47977967244909	5.65161075628012	5.5656952143646	273.769804468626	6.0661687154283e-10	9.90701024318631e-10
146	Gga.10191.1.S1_at	ENSGALG00000016949	WBP4	2.82473273127536	2.92923994807046	2.87698633967291	305.621049047706	3.39480334789997e-10	5.88164757918814e-10
147	Gga.10192.1.S1_at	NA	LOC415554	1.54815108743831	1.90587143240742	1.72701125992286	131.935130377645	2.74342114132952e-08	3.23391872639917e-08
148	Gga.10195.1.S1_at	ENSGALG00000001693	SLC18A1	3.75095679157457	3.67228732522793	3.71162205840125	287.245459693902	4.70884696019313e-10	7.89490794102345e-10
149	Gga.10198.1.S1_s_at	ENSGALG00000015196	ASXL3	5.0043837107021	4.54624014287648	4.77531192678929	204.92289554536	2.77771417822438e-09	3.93085110016158e-09
150	Gga.10206.1.A1_at	ENSGALG00000015035	KIAA1919	2.1382961452955	2.02931488639698	2.08380551584624	141.32582890071	1.92283953941412e-08	2.31896668599398e-08
151	Gga.10206.1.S1_at	NA	NA	2.16943217872671	2.96529786353437	2.56736502113054	90.7377492173231	1.86465891547333e-07	1.97851707041804e-07
152	Gga.10207.1.S1_at	ENSGALG00000003016	MASP2	4.02667316784218	4.57572465933193	4.30119891358705	180.832703793784	5.34010598405654e-09	7.1366036372702e-09
153	Gga.10207.2.S1_at	ENSGALG00000003016	MASP2	3.57369542738275	3.71908491349999	3.64639017044137	588.078836089282	1.05477895938418e-11	2.68500620137809e-11
154	Gga.10209.1.S1_at	NA	NA	1.60254541773967	1.51641706422807	1.55948124098387	51.3467000738284	3.17011634827857e-06	3.19807181237551e-06
155	Gga.1021.1.S1_at	ENSGALG00000002490	UQCRC2	8.83721758181926	9.02046353558359	8.92884055870143	2393.32814940225	5.81251327177611e-15	6.87873722723307e-14
156	Gga.10210.1.S1_at	ENSGALG00000003181	SURF2	8.37352359902662	8.52070406550977	8.44711383226819	1913.80888780887	1.92631136436498e-14	1.5868743296927e-13
157	Gga.10211.1.S1_at	NA	C14H8ORF33	7.23368186651682	6.74460852813777	6.98914519732729	540.624280478596	1.65048881372477e-11	3.97852057079849e-11
158	Gga.10211.2.S1_a_at	NA	C14H8ORF33	5.69364580768076	5.62005154921916	5.65684867844996	778.348489478077	2.36762396971441e-12	7.37254780848042e-12
159	Gga.10212.1.S1_at	NA	NA	4.54362823680447	4.79659823655715	4.67011323668081	307.720572642135	3.27428358721236e-10	5.69333721728348e-10
160	Gga.10213.1.A1_at	ENSGALG00000024357	B-G	1.86190808084273	1.45773098693364	1.65981953388818	60.9634044337159	1.36664919330231e-06	1.38795343722665e-06
161	Gga.10213.1.A1_at	ENSGALG00000013101	BG2	1.86190808084273	1.45773098693364	1.65981953388818	60.9634044337159	1.36664919330231e-06	1.38795343722665e-06
162	Gga.10213.1.S1_at	ENSGALG00000024357	B-G	2.72494140004467	2.26523606560072	2.4950887328227	89.1518297266189	2.03901461605147e-07	2.15649471196859e-07
163	Gga.10213.1.S1_at	ENSGALG00000013101	BG2	2.72494140004467	2.26523606560072	2.4950887328227	89.1518297266189	2.03901461605147e-07	2.15649471196859e-07
164	Gga.10214.1.S1_at	ENSGALG00000019384	MAPK12	3.55511872502602	3.24382591272695	3.39947231887649	69.0746864447722	7.35369092828854e-07	7.529198548334e-07
165	Gga.10214.1.S1_s_at	ENSGALG00000019384	MAPK12	4.52450750588112	3.93361845878271	4.22906298233192	102.364929460445	1.0095986623863e-07	1.09804067072618e-07
166	Gga.10216.1.S1_at	ENSGALG00000010789	PARS2	4.51656000203722	4.065640111103	4.29110005657011	314.745150708262	2.90634905306173e-10	5.12027889364685e-10
167	Gga.10216.2.A1_at	ENSGALG00000010789	PARS2	2.69828144719464	2.61778835595496	2.6580349015748	248.707858556346	1.00553731356127e-09	1.56215517171887e-09
